XNR_genes	GO_terms	SSHG_genes
XNR_4731	GO:0016021; GO:0016679; GO:0051537	CWI85_17680 FRZ02_29805 Salbus254_4994 SSHG_01208
XNR_3006	GO:0003677; GO:0003887; GO:0005737; GO:0006260; GO:0008408; GO:0009360	CLM82_02655 CWI85_28275 EQK42_08370 FE156_15100 FRZ02_00670 Salbus254_3207 SSHG_02937
XNR_5685	GO:0004310; GO:0006696; GO:0051996	Salbus254_6051 SSHG_00265
XNR_2058	GO:0000155; GO:0016021; GO:0046983	Salbus254_2324 SSHG_03874
XNR_3322	GO:0003677; GO:0006355	CLM82_03720 CWI85_19315 FE156_13535 FRZ02_17615 Salbus254_3527 SSHG_02615
XNR_5209	GO:0016491	FRZ02_19015 Salbus254_5479 SSHG_00738
XNR_2572	GO:0005623; GO:0005737; GO:0006817; GO:0030643; GO:0045936	CLM82_17720 CWI85_37110 FRZ02_24050 Salbus254_2798 SSHG_03360
XNR_1158	GO:0005886; GO:0016021; GO:0055085	FRZ02_09440 Salbus254_1408 SSHG_04761
XNR_0501	GO:0005524; GO:0015424; GO:0016887	CWI85_36400 FE156_03255 FRZ02_06280 Salbus254_0770 SSHG_05423
XNR_5716	GO:0000287; GO:0008897; GO:0009239; GO:0009366	CWI85_07500 SSHG_00234
XNR_3763	GO:0004594; GO:0005524; GO:0005737; GO:0015937	CWI85_36375 FRZ02_24800 Salbus254_3967 SSHG_02172
XNR_1069	GO:0003924; GO:0005524; GO:0005525; GO:0005737; GO:0046872	CWI85_18295 FRZ02_08985 SSHG_04857
XNR_1462	GO:0005524; GO:0005886; GO:0016787; GO:0042777; GO:0045261; GO:0046933	CWI85_30895 EQK42_04010 FRZ02_10960 Salbus254_1724 SSHG_04464
XNR_5572	GO:0003924; GO:0005525; GO:0005737; GO:0006807; GO:0016151	CWI85_14585 FRZ02_20905 Salbus254_5845 SSHG_00375
XNR_0747	GO:0005524; GO:0051301	FRZ02_07320 SSHG_05179
XNR_0849	GO:0003735; GO:0005840; GO:0006412	CWI85_12950 Salbus254_1079 SSHG_05078
XNR_3088	GO:0003824	Salbus254_3291 SSHG_02856
XNR_5338	GO:0005886; GO:0006605; GO:0015450; GO:0016021; GO:0043952; GO:0065002	CLM82_28620 Salbus254_5608 SSHG_00617
XNR_1162	GO:0005506; GO:0016114; GO:0019288; GO:0046429; GO:0051539	CLM82_25045 CWI85_28230 EQK42_16135 FE156_06310 FRZ02_09460 Salbus254_1412 SSHG_04757
XNR_3732	GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843	FE156_18880 FRZ02_24640 Salbus254_3936 SSHG_02203
XNR_0416	GO:0004601; GO:0006979	CLM82_14545 CWI85_19010 EQK42_12655 FRZ02_05850 Salbus254_0680 SSHG_05508
XNR_4700	GO:0003677; GO:0003700	CLM82_06735 CWI85_02835 EQK42_06500 FE156_23630 FRZ02_29650 Salbus254_4963 SSHG_01239
XNR_3673	GO:0016903	CWI85_28910 FRZ02_24240 Salbus254_3860 SSHG_02257
XNR_5020	GO:0000155; GO:0016021; GO:0046983	CWI85_07750 Salbus254_5285 SSHG_00926
XNR_0132	GO:0003700; GO:0043565	CLM82_15890 SSHG_05786
XNR_4842	GO:0004834	CWI85_04745 FRZ02_17330 Salbus254_5108 SSHG_01097
XNR_5286	GO:0016021	CLM82_27145 CWI85_22745 FRZ02_19455 Salbus254_5556 SSHG_00661
XNR_3989	GO:0003700; GO:0043565	CWI85_33785 SSHG_01945
XNR_0096	GO:0051213	CLM82_07720 CWI85_03730 FRZ02_04165 SSHG_05822
XNR_2498	GO:0003676; GO:0005737	CLM82_10575 CWI85_05695 FRZ02_32460 Salbus254_2745 SSHG_03426
XNR_1600	GO:0004176; GO:0004252; GO:0005524; GO:0030163	FRZ02_11655 SSHG_04325
XNR_1336	GO:0004040; GO:0005524; GO:0006412; GO:0016740; GO:0030956; GO:0050567	CLM82_02555 CWI85_32015 FRZ02_10310 Salbus254_1597 SSHG_04594
XNR_5619	GO:0000160	CWI85_02800 FE156_28405 FRZ02_21135 Salbus254_5986 SSHG_00328
XNR_4828	GO:0000105; GO:0000107; GO:0004359; GO:0005737; GO:0006541; GO:0016829	CWI85_30955 FRZ02_17400 SSHG_01110
XNR_1972	GO:0016021; GO:0022857	FRZ02_13495 SSHG_03960
XNR_3720	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	CLM82_14830 CWI85_35515 EQK42_25225 FE156_18795 FRZ02_24580 Salbus254_3924 SSHG_02215
XNR_5781	GO:0016407	Salbus254_6155 SSHG_00172
XNR_4937	GO:0016226	CWI85_35760 FRZ02_16855 Salbus254_5201 SSHG_01004
XNR_2699	GO:0003887	Salbus254_2906 SSHG_03237
XNR_5365	GO:0004151; GO:0008270; GO:0044205	CWI85_17055 FRZ02_19845 Salbus254_5635 SSHG_00590
XNR_3628	GO:0016628; GO:0071949	CWI85_29950 SSHG_02302
XNR_4757	GO:0052689	CLM82_18910 Salbus254_5021 SSHG_01180
XNR_3637	GO:0005886; GO:0016021; GO:0016655; GO:0048038	CLM82_21140 Salbus254_3834 SSHG_02293
XNR_3259	GO:0003677	Salbus254_3460 SSHG_02678
XNR_5914	GO:0004497; GO:0071949	CWI85_33985 FRZ02_22605 SSHG_00029
XNR_3760	GO:0003735; GO:0005840; GO:0006412	CLM82_14625 CWI85_36360 FE156_19025 FRZ02_24785 Salbus254_3964 SSHG_02175
XNR_5421	GO:0016757	CWI85_19530 Salbus254_5691 SSHG_00532
XNR_1311	GO:0003842; GO:0010133; GO:0016620	FRZ02_10195 Salbus254_1572 SSHG_04620
XNR_1551	GO:0008080	CWI85_29095 Salbus254_1814 SSHG_04373
XNR_4942	GO:0005506; GO:0016226; GO:0051536	CLM82_12725 FRZ02_16830 Salbus254_5206 SSHG_00999
XNR_1573	GO:0008643	CLM82_01630 CWI85_36895 FRZ02_11520 Salbus254_1836 SSHG_04351
XNR_4244	GO:0016021	CLM82_03355 CWI85_24765 FRZ02_27235 Salbus254_4467 SSHG_01695
XNR_3422	GO:0003677; GO:0006355	FRZ02_16335 Salbus254_3616 SSHG_02516
XNR_1921	GO:0003677; GO:0005737; GO:0006355; GO:0035731; GO:0046872; GO:0051539	CLM82_15830 CWI85_13230 EQK42_32330 FE156_10095 FRZ02_13230 Salbus254_2185 SSHG_04011
XNR_3754	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14655 CWI85_36330 FRZ02_24755 Salbus254_3958 SSHG_02181
XNR_1354	GO:0005886; GO:0016021; GO:0055085	CLM82_20790 CWI85_31550 FRZ02_10400 Salbus254_1615 SSHG_04576
XNR_4638	GO:0003677; GO:0045892	CWI85_06115 Salbus254_4902 SSHG_01300
XNR_5564	GO:0005524	Salbus254_5837 SSHG_00383
XNR_3055	GO:0003824	CLM82_28875 CWI85_27140 FRZ02_00920 SSHG_02889
XNR_3860	GO:0008270	Salbus254_4079 SSHG_02073
XNR_4345	GO:0003735; GO:0005840; GO:0006412	CLM82_28435 CWI85_24055 EQK42_18785 FE156_21825 FRZ02_27775 Salbus254_4580 SSHG_01590
XNR_4231	GO:0004108; GO:0005737; GO:0006099	CLM82_26945 CLM82_26960 CWI85_31210 FE156_21210 FRZ02_27165 Salbus254_4454 SSHG_01707
XNR_3707	GO:0003735; GO:0005840; GO:0006412; GO:0070180	CLM82_29640 CWI85_31755 EQK42_06660 FE156_18720 FRZ02_24510 Salbus254_3911 SSHG_02225
XNR_3273	GO:0005524	CWI85_18720 FRZ02_01995 Salbus254_3475 SSHG_02664
XNR_0397	GO:0016021	Salbus254_0660 SSHG_05527
XNR_0407	GO:0006729; GO:0008124	CLM82_16430 CWI85_08985 FRZ02_05805 Salbus254_0670 SSHG_05517
XNR_4785	GO:0005524; GO:0016887	EQK42_08935 FRZ02_30165 Salbus254_5049 SSHG_01152
XNR_2997	GO:0003677	CLM82_06840 FRZ02_00620 SSHG_02947
XNR_2394	GO:0003676; GO:0005737	CLM82_10760 CWI85_35880 EQK42_18465 FE156_12550 FRZ02_31995 Salbus254_2645 SSHG_03529
XNR_1631	GO:0016787	CWI85_06045 FRZ02_11810 Salbus254_1895 SSHG_04293
XNR_2237	GO:0003677	CWI85_08695 FRZ02_14800 SSHG_03684
XNR_3886	GO:0016829	FRZ02_25490 Salbus254_4109 SSHG_02047
XNR_2501	GO:0043856	Salbus254_2748 SSHG_03423
XNR_3170	GO:0005524; GO:0006457; GO:0051082	CWI85_00445 FRZ02_01490 Salbus254_3375 SSHG_02769
XNR_1987	GO:0003985	CLM82_32740 CWI85_23420 FRZ02_13570 Salbus254_2251 SSHG_03946
XNR_1471	GO:0003725	CLM82_28150 CWI85_22360 FRZ02_11005 Salbus254_1733 SSHG_04454
XNR_1258	GO:0003677; GO:0006355	FRZ02_09950 SSHG_04663
XNR_5145	GO:0015128; GO:0016021	Salbus254_5415 SSHG_00801
XNR_1114	GO:0000160; GO:0016301	CLM82_16290 CWI85_08500 EQK42_07360 FE156_06045 FRZ02_09215 Salbus254_1362 SSHG_04808
XNR_1372	GO:0006807; GO:0016746	Salbus254_1634 SSHG_04556
XNR_2070	GO:0006629; GO:0016021; GO:0016717	CWI85_23460 Salbus254_2335 SSHG_03863
XNR_4546	GO:0016021	FRZ02_28760 Salbus254_4807 SSHG_01393
XNR_3239	GO:0003677	CWI85_29205 Salbus254_3440 SSHG_02698
XNR_3565	GO:0016021; GO:0016765	FRZ02_15465 Salbus254_3762 SSHG_02363
XNR_0722	GO:0004602; GO:0006979	CWI85_18220 FRZ02_07195 Salbus254_0955 SSHG_05201
XNR_5429	GO:0016021	CLM82_24205 CWI85_09555 EQK42_02685 FE156_27425 FRZ02_20175 Salbus254_5699 SSHG_00524
XNR_5241	GO:0003857; GO:0006631; GO:0070403	CLM82_24765 FRZ02_22890 Salbus254_5511 SSHG_00706
XNR_3457	GO:0016787	CWI85_02275 FRZ02_16040 SSHG_02479
XNR_2766	GO:0003677; GO:0003700	Salbus254_2978 SSHG_03174
XNR_1030	GO:0003824; GO:0005975	FRZ02_08795 SSHG_04897
XNR_1144	GO:0005737; GO:0030490	CLM82_04160 CWI85_28065 EQK42_22560 FE156_06220 FRZ02_09370 Salbus254_1394 SSHG_04773
XNR_3773	GO:0005524; GO:0016301; GO:0016853; GO:0046496; GO:0046872; GO:0052855	FRZ02_24850 Salbus254_3977 SSHG_02162
XNR_2452	GO:0016021	CWI85_07440 FE156_12880 FRZ02_32260 Salbus254_2701 SSHG_03469
XNR_1514	GO:0004055; GO:0005524; GO:0005737; GO:0006526; GO:0042803	CLM82_18250 CWI85_08540 FRZ02_11220 Salbus254_1777 SSHG_04408
XNR_3858	GO:0016853; GO:0031419; GO:0046872	CLM82_29020 CWI85_20020 FRZ02_25340 Salbus254_4077 SSHG_02075
XNR_1378	GO:0003796; GO:0009253; GO:0016998	CLM82_12190 CWI85_09335 Salbus254_1640 SSHG_04550
XNR_4805	GO:0004190; GO:0005886; GO:0016021	FRZ02_30060 Salbus254_5069 SSHG_01132
XNR_3719	GO:0003677; GO:0006355	Salbus254_3923 SSHG_02216
XNR_0905	GO:0005975; GO:0016810	CLM82_22990 SSHG_05025
XNR_3524	GO:0016746	FRZ02_15690 SSHG_02406
XNR_1103	GO:0003677	CWI85_05380 FRZ02_09160 SSHG_04822
XNR_2978	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14090 CWI85_18155 EQK42_00425 FE156_15250 FRZ02_00520 Salbus254_3180 SSHG_02966
XNR_2642	GO:0003677	Salbus254_2868 SSHG_03293
XNR_3476	GO:0004594; GO:0005524; GO:0005737; GO:0015937; GO:0046872	CLM82_31100 CWI85_36505 FE156_17595 FRZ02_15950 Salbus254_3671 SSHG_02460
XNR_1417	GO:0004494; GO:0031419	CWI85_17740 FRZ02_10735 SSHG_04510
XNR_5177	GO:0016429; GO:0031515	CLM82_22290 CWI85_08330 FRZ02_18850 Salbus254_5447 SSHG_00770
XNR_1107	GO:0003677; GO:0005623; GO:0006879; GO:0008199; GO:0016722	CLM82_16325 CWI85_10685 FRZ02_09180 Salbus254_1355 SSHG_04816
XNR_1349	GO:0004180	CWI85_31525 FRZ02_10375 Salbus254_1610 SSHG_04581
XNR_0288	GO:0003676; GO:0006139	Salbus254_0548 SSHG_05638
XNR_2935	GO:0016021; GO:0055114	CWI85_34375 SSHG_03011
XNR_1419	GO:0003677; GO:0003700	CWI85_17730 Salbus254_1681 SSHG_04508
XNR_3599	GO:0016021	Salbus254_3797 SSHG_02329
XNR_1247	GO:0005524; GO:0005737; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555	Salbus254_1508 SSHG_04672
XNR_4997	GO:0016021	Salbus254_5262 SSHG_00948
XNR_1913	GO:0016787	CWI85_33660 SSHG_04018
XNR_3059	GO:0006813; GO:0016021	CLM82_22490 CWI85_04905 FRZ02_00940 Salbus254_3261 SSHG_02885
XNR_5553	GO:0016021; GO:0050660	CLM82_30260 CWI85_02310 FRZ02_20810 Salbus254_5826 SSHG_00395
XNR_2504	GO:0003824	Salbus254_2751 SSHG_03420
XNR_1642	GO:0016787	Salbus254_1906 SSHG_04282
XNR_5364	GO:0004070; GO:0006207; GO:0006520; GO:0016597; GO:0044205	CLM82_05200 CWI85_17050 FRZ02_19840 SSHG_00591
XNR_4686	GO:0016021	CLM82_12040 CWI85_29535 FRZ02_29580 Salbus254_4949 SSHG_01253
XNR_1395	GO:0005975; GO:0016740	CLM82_05840 CWI85_29645 FRZ02_10615 Salbus254_1657 SSHG_04533
XNR_4311	GO:0004784; GO:0046872	CLM82_17010 FRZ02_27585 Salbus254_4545 SSHG_01623
XNR_3436	GO:0004156; GO:0046654; GO:0046656; GO:0046872	FRZ02_16155 SSHG_02502
XNR_3733	GO:0003735; GO:0006412; GO:0015935; GO:0019843	CLM82_14765 CWI85_36220 EQK42_05315 FE156_18885 FRZ02_24645 Salbus254_3937 SSHG_02202
XNR_1975	GO:0005886; GO:0016021; GO:0055085	CWI85_32035 FRZ02_13510 Salbus254_2239 SSHG_03957
XNR_0504	GO:0006281; GO:0008853	CWI85_27105 FRZ02_06295 Salbus254_0773 SSHG_05420
XNR_4998	GO:0016021; GO:0022857	CWI85_24665 FRZ02_17910 Salbus254_5263 SSHG_00947
XNR_3547	GO:0016021	CWI85_32425 FRZ02_15560 Salbus254_3743 SSHG_02382
XNR_1081	GO:0000160; GO:0003677; GO:0006355	CLM82_05490 CWI85_01360 Salbus254_1329 SSHG_04845
XNR_3403	GO:0004222; GO:0016021	Salbus254_3598 SSHG_02535
XNR_2857	GO:0004637; GO:0005524; GO:0006189; GO:0009113; GO:0046872	CWI85_19600 FRZ02_30285 Salbus254_3069 SSHG_03089
XNR_1154	GO:0008080	CWI85_20520 SSHG_04765
XNR_2666	GO:0004197; GO:0016021; GO:0071586	Salbus254_2892 SSHG_03268
XNR_1897	GO:0016021	Salbus254_2160 SSHG_04032
XNR_3601	GO:0016021	Salbus254_3799 SSHG_02327
XNR_1443	GO:0016021	CWI85_02565 Salbus254_1705 SSHG_04484
XNR_5188	GO:0003755	FRZ02_18905 Salbus254_5458 SSHG_00759
XNR_3007	GO:0004616; GO:0006098; GO:0050661	CLM82_02660 CWI85_28280 FE156_15095 FRZ02_00675 Salbus254_3208 SSHG_02936
XNR_4325	GO:0003755; GO:0005737; GO:0006457; GO:0007049; GO:0015031; GO:0051301	Salbus254_4559 SSHG_01611
XNR_3168	GO:0016705	CWI85_10895 Salbus254_3373 SSHG_02770
XNR_2247	GO:0005524	CWI85_19670 FRZ02_14835 SSHG_03675
XNR_3651	GO:0016021	CWI85_28970 SSHG_02280
XNR_3171	GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0051087	CLM82_13535 CWI85_00440 FRZ02_01495 Salbus254_3376 SSHG_02768
XNR_3504	GO:0004160; GO:0009097; GO:0009099; GO:0046872; GO:0051539	FRZ02_15805 Salbus254_3698 SSHG_02430
XNR_5345	GO:0004821; GO:0005524; GO:0005737; GO:0006427	CWI85_34025 FRZ02_19745 Salbus254_5615 SSHG_00610
XNR_1694	GO:0005886; GO:0016021; GO:0055085	CLM82_19270 CWI85_22310 FRZ02_12135 Salbus254_1959 SSHG_04231
XNR_4443	GO:0005524; GO:0046872	CWI85_03340 SSHG_01492
XNR_1149	GO:0005737; GO:0042274	CLM82_04135 FRZ02_09395 SSHG_04768
XNR_0003	GO:0003677; GO:0004803; GO:0006313	Salbus254_1014 Salbus254_1223 Salbus254_1492 SSHG_02565 SSHG_02750 SSHG_02987 SSHG_03258
XNR_2677	GO:0003677; GO:0004803; GO:0006313	Salbus254_1014 Salbus254_1223 Salbus254_1492 SSHG_02565 SSHG_02750 SSHG_02987 SSHG_03258
XNR_2679	GO:0003677; GO:0004803; GO:0006313	Salbus254_1014 Salbus254_1223 Salbus254_1492 SSHG_02565 SSHG_02750 SSHG_02987 SSHG_03258
XNR_3188	GO:0003677; GO:0004803; GO:0006313	Salbus254_1014 Salbus254_1223 Salbus254_1492 SSHG_02565 SSHG_02750 SSHG_02987 SSHG_03258
XNR_3371	GO:0003677; GO:0004803; GO:0006313	Salbus254_1014 Salbus254_1223 Salbus254_1492 SSHG_02565 SSHG_02750 SSHG_02987 SSHG_03258
XNR_5936	GO:0003677; GO:0004803; GO:0006313	Salbus254_1014 Salbus254_1223 Salbus254_1492 SSHG_02565 SSHG_02750 SSHG_02987 SSHG_03258
XNR_0327	GO:0003824	Salbus254_0588 SSHG_05599
XNR_1725	GO:0004497; GO:0016705	CLM82_23445 FRZ02_12290 Salbus254_1989 SSHG_04202
XNR_4022	GO:0016021	Salbus254_4242 SSHG_01913
XNR_2129	GO:0003983; GO:0006011; GO:0009058	CLM82_25240 CWI85_10905 FRZ02_14350 SSHG_03805
XNR_3130	GO:0000166; GO:0006226; GO:0006229; GO:0008829; GO:0033973	CLM82_00575 CWI85_35170 EQK42_25980 FRZ02_01285 Salbus254_3336 SSHG_02812
XNR_4959	GO:0016706	CWI85_01725 Salbus254_5223 SSHG_00985
XNR_1129	GO:0004222; GO:0046872	CWI85_35030 FRZ02_09300 Salbus254_1377 SSHG_04789
XNR_0391	GO:0016491	Salbus254_0654 SSHG_05533
XNR_2574	GO:0005886; GO:0016021	CLM82_17725 CWI85_37115 EQK42_17770 Salbus254_2800 SSHG_03358
XNR_4138	GO:0003677; GO:0005737; GO:0006355; GO:0035731; GO:0046872; GO:0051539	CLM82_26240 CWI85_23645 FE156_20805 FRZ02_26700 Salbus254_4365 SSHG_01800
XNR_3748	GO:0003735; GO:0006412; GO:0015934; GO:0019843	CWI85_36300 FRZ02_24725 Salbus254_3952 SSHG_02187
XNR_0865	GO:0003677	CWI85_09695 FRZ02_07870 SSHG_05064
XNR_4089	GO:0005886; GO:0016021; GO:0046873	Salbus254_4316 SSHG_01847
XNR_5075	GO:0000917; GO:0005737; GO:0043093	Salbus254_5341 SSHG_00876
XNR_2325	GO:0009234; GO:0016830	CWI85_33905 SSHG_03595
XNR_5006	GO:0003723; GO:0004831; GO:0005524; GO:0005737; GO:0006437	CWI85_04685 FRZ02_17950 Salbus254_5271 SSHG_00940
XNR_2808	GO:0003677	Salbus254_3019 SSHG_03131
XNR_4939	GO:0016491; GO:0051537	Salbus254_5203 SSHG_01002
XNR_0120	GO:0008863; GO:0030151; GO:0043546; GO:0051539	Salbus254_0380 SSHG_05798
XNR_2664	GO:0000160; GO:0003677; GO:0006355	Salbus254_2890 SSHG_03270
XNR_1521	GO:0000160; GO:0003677; GO:0006355	FE156_08165 FRZ02_11255 Salbus254_1784 SSHG_04402
XNR_4115	GO:0000287; GO:0004659	CLM82_11675 CWI85_02710 EQK42_19125 FRZ02_26580 Salbus254_4341 SSHG_01823
XNR_5489	GO:0016020; GO:0016679; GO:0051537	CWI85_12600 Salbus254_5761 SSHG_00458
XNR_4844	GO:0005887; GO:0008961; GO:0042158	Salbus254_5110 SSHG_01095
XNR_2560	GO:0048037	CLM82_01235 CWI85_26480 FRZ02_24115 Salbus254_2786 SSHG_03370
XNR_4403	GO:0004222; GO:0004521; GO:0005737; GO:0006364; GO:0008270	FRZ02_28055 SSHG_01532
XNR_4905	GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0016887	CWI85_28045 SSHG_01037
XNR_4725	GO:0004129; GO:0005886; GO:0006119; GO:0009060; GO:0015990; GO:0016021; GO:0020037; GO:0046872; GO:0070469	CWI85_17710 FRZ02_29775 Salbus254_4988 SSHG_01214
XNR_1467	GO:0005886; GO:0015986; GO:0016021; GO:0045263; GO:0046933	Salbus254_1729 SSHG_04459
XNR_0479	GO:0016021	Salbus254_0748 SSHG_05444
XNR_2862	GO:0016787	Salbus254_3075 SSHG_03084
XNR_3247	GO:0005315; GO:0005886; GO:0006817; GO:0016021	FRZ02_01865 SSHG_02690
XNR_5822	GO:0005886; GO:0016021; GO:0055085	CWI85_17300 FRZ02_22145 Salbus254_6203 SSHG_00131
XNR_4883	GO:0003676; GO:0005840	CLM82_06220 CWI85_22415 FRZ02_17125 Salbus254_5148 SSHG_01060
XNR_5370	GO:0004590; GO:0006207; GO:0044205	CWI85_17080 SSHG_00586
XNR_0043	GO:0003677; GO:0016301; GO:0032784; GO:0070063	Salbus254_0305 SSHG_05872
XNR_2855	GO:0016874	CWI85_35060 Salbus254_3067 SSHG_03092
XNR_5586	GO:0004364	Salbus254_5859 SSHG_00361
XNR_0512	GO:0003677	FRZ02_06335 SSHG_05412
XNR_1541	GO:0005524; GO:0015424; GO:0016887	CLM82_13715 CWI85_00230 FRZ02_11365 Salbus254_1804 SSHG_04383
XNR_5393	GO:0003938; GO:0006164	CWI85_03705 FRZ02_19985 Salbus254_5662 SSHG_00561
XNR_4290	GO:0004519	CWI85_19400 Salbus254_4523 SSHG_01648
XNR_3532	GO:0004418; GO:0006782; GO:0018160	CWI85_25120 FRZ02_15650 SSHG_02398
XNR_3221	GO:0003677	CWI85_29110 FRZ02_01735 SSHG_02715
XNR_1774	GO:0004601; GO:0005623; GO:0045454	CWI85_37440 FRZ02_12515 Salbus254_2033 SSHG_04154
XNR_5357	GO:0000166; GO:0003856; GO:0005737; GO:0009073; GO:0009423; GO:0046872	CLM82_28715 CWI85_27195 Salbus254_5627 SSHG_00598
XNR_2726	GO:0016787	CLM82_18045 CWI85_24170 FRZ02_23410 Salbus254_2933 SSHG_03207
XNR_1203	GO:0003677; GO:0003700; GO:0003899; GO:0006352; GO:0016987	CLM82_19465 CWI85_36785 EQK42_10680 FRZ02_09665 Salbus254_1454 SSHG_04715
XNR_5648	GO:0000155; GO:0016021	FRZ02_21255 SSHG_00299
XNR_1542	GO:0008168	CWI85_00225 Salbus254_1805 SSHG_04382
XNR_5613	GO:0016021	CWI85_02520 SSHG_00334
XNR_2977	GO:0003697; GO:0006260	FRZ02_00515 Salbus254_3179 SSHG_02968
XNR_3486	GO:0000155; GO:0005524; GO:0016021	FRZ02_15895 SSHG_02449
XNR_5051	GO:0000166; GO:0000286; GO:0042853; GO:0046872	CWI85_05275 FRZ02_18195 SSHG_00896
XNR_3397	GO:0003677; GO:0003700	CWI85_29970 FRZ02_16455 SSHG_02541
XNR_1843	GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	CLM82_11475 CWI85_17625 FRZ02_12825 Salbus254_2100 SSHG_04087
XNR_5230	GO:0003735; GO:0005840; GO:0006412	CLM82_18495 CWI85_03080 EQK42_13515 FE156_26330 FRZ02_19120 Salbus254_5500 SSHG_00717
XNR_4215	GO:0006637; GO:0047617	CWI85_01115 SSHG_01724
XNR_0434	GO:0051213	CLM82_05700 CWI85_11860 EQK42_06065 FE156_02900 FRZ02_05940 Salbus254_0699 SSHG_05490
XNR_1353	GO:0005886; GO:0016021; GO:0055085	CLM82_20795 CWI85_31545 FRZ02_10395 Salbus254_1614 SSHG_04577
XNR_2005	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986	Salbus254_2269 SSHG_03928
XNR_2922	GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0016260; GO:0097056	CWI85_24390 FRZ02_00280 SSHG_03023
XNR_4053	GO:0042128	CWI85_32750 FRZ02_26280 SSHG_01880
XNR_4019	GO:0005524; GO:0046872	CWI85_02390 FRZ02_26115 SSHG_01916
XNR_4274	GO:0019825; GO:0020037	CWI85_20905 FRZ02_27385 Salbus254_4506 SSHG_01665
XNR_5593	GO:0006541; GO:0009236; GO:0016740	CWI85_30255 EQK42_14395 FE156_28275 FRZ02_21005 Salbus254_5866 SSHG_00354
XNR_1738	GO:0048037	CWI85_24360 FRZ02_12355 Salbus254_2002 SSHG_04189
XNR_3433	GO:0003848; GO:0009396; GO:0016301	CWI85_18015 FRZ02_16170 Salbus254_3628 SSHG_02505
XNR_4922	GO:0005886; GO:0009306; GO:0015450; GO:0016021	CLM82_12825 CWI85_00355 EQK42_01285 FE156_24740 FRZ02_16930 SSHG_01021
XNR_5132	GO:0003677	CLM82_18140 CWI85_01520 Salbus254_5402 SSHG_00814
XNR_1466	GO:0005886; GO:0008289; GO:0015986; GO:0016021; GO:0045263; GO:0046933	CWI85_30875 FRZ02_10980 Salbus254_1728 SSHG_04460
XNR_5326	GO:0008654; GO:0016021; GO:0016780	CWI85_09055 FRZ02_19650 Salbus254_5596 SSHG_00629
XNR_2656	GO:0015996; GO:0047746	Salbus254_2882 SSHG_03279
XNR_4422	GO:0031412	Salbus254_4659 SSHG_01513
XNR_0049	GO:0003677	Salbus254_0310 SSHG_05867
XNR_1911	GO:0004347; GO:0004476; GO:0005975	FRZ02_13180 Salbus254_2174 SSHG_04020
XNR_5144	GO:0016021; GO:0022857	FRZ02_18685 Salbus254_5414 SSHG_00802
XNR_5285	GO:0016021	Salbus254_5555 SSHG_00662
XNR_3677	GO:0005886; GO:0008137; GO:0016021; GO:0048038	CLM82_00805 CWI85_27555 EQK42_28585 FRZ02_24260 Salbus254_3864 SSHG_02252
XNR_1437	GO:0003924; GO:0005525; GO:0016301	CWI85_07300 FRZ02_10835 Salbus254_1699 SSHG_04490
XNR_4604	GO:0005887; GO:0042910; GO:1990961	FRZ02_29045 SSHG_01333
XNR_5351	GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270	CWI85_24480 Salbus254_5621 SSHG_00604
XNR_3539	GO:0004814; GO:0005524; GO:0005737; GO:0006420	CWI85_03825 FRZ02_15600 Salbus254_3735 SSHG_02391
XNR_1061	GO:0003677; GO:0004252; GO:0006260; GO:0006281; GO:0009432; GO:0045892	CLM82_10470 CWI85_30430 EQK42_25485 FE156_05770 FRZ02_08945 Salbus254_1309 SSHG_04866
XNR_0709	GO:0008080	FRZ02_07130 Salbus254_0942 SSHG_05214
XNR_5002	GO:0016810	CWI85_24645 SSHG_00943
XNR_5330	GO:0036381; GO:0042823	CWI85_06655 FRZ02_19670 SSHG_00625
XNR_3749	GO:0005886; GO:0006605; GO:0016021; GO:0043952; GO:0065002	CLM82_14680 CWI85_36305 FE156_18970 FRZ02_24730 Salbus254_3953 SSHG_02186
XNR_0314	GO:0051301	CWI85_25445 FRZ02_05245 Salbus254_0574 SSHG_05613
XNR_0085	GO:0003824; GO:0046872	Salbus254_0345 SSHG_05833
XNR_2754	GO:0008236	Salbus254_2966 SSHG_03181
XNR_5040	GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0019674; GO:0046872	CWI85_04485 FRZ02_18140 Salbus254_5306 SSHG_00908
XNR_0806	GO:0008324; GO:0016021	CWI85_28685 FRZ02_07565 Salbus254_1035 SSHG_05118
