# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	119060	119686	-	AGI86507.1			Acetyltransferase			XNR_0102	627	208	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	120121	120843	+							XNR_0103	723		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	120121	120843	+	AGI86508.1			Hydrolase			XNR_0103	723	240	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	120831	121076	-							XNR_0104	246		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	120831	121076	-	AGI86509.1			Hypothetical protein			XNR_0104	246	81	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	121264	122781	-							XNR_0105	1518		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	121264	122781	-	AGI86510.1			Secreted protein			XNR_0105	1518	505	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	122955	123617	+							XNR_0106	663		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	122955	123617	+	AGI86511.1			Lipoprotein			XNR_0106	663	220	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	123739	125136	+							XNR_0107	1398		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	123739	125136	+	AGI86512.1			Xanthine/uracil permease			XNR_0107	1398	465	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	125065	125406	-							XNR_0108	342		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	125065	125406	-	AGI86513.1			ArsR-family transcriptional regulator			XNR_0108	342	113	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	125562	126638	+							XNR_0109	1077		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	125562	126638	+	AGI86514.1			Oxidoreductase			XNR_0109	1077	358	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	126664	128001	-							XNR_0110	1338		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	126664	128001	-	AGI86515.1			Hypothetical protein			XNR_0110	1338	445	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	128257	129342	+							XNR_0111	1086		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	128257	129342	+	AGI86516.1			Hypothetical protein			XNR_0111	1086	361	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	129397	130047	-							XNR_0112	651		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	129397	130047	-	AGI86517.1			Uracil-DNA glycosylase 1			XNR_0112	651	216	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	130210	131250	+							XNR_0113	1041		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	130210	131250	+	AGI86518.1			ATPase BadF/BadG/BcrA/BcrD type			XNR_0113	1041	346	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	131565	132401	+							XNR_0114	837		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	131565	132401	+	AGI86519.1			Hypothetical protein			XNR_0114	837	278	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	132466	133500	-							XNR_0115	1035		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	132466	133500	-	AGI86520.1			Secreted protein			XNR_0115	1035	344	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	133672	134094	+							XNR_0116	423		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	133672	134094	+	AGI86521.1			Hypothetical protein			XNR_0116	423	140	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	134282	138922	+							XNR_0117	4641		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	134282	138922	+	AGI86522.1			cation-transporting ATPase I			XNR_0117	4641	1546	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	139053	139526	+							XNR_0118	474		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	139053	139526	+	AGI86523.1			heat shock protein Hsp20			XNR_0118	474	157	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	139523	140947	+							XNR_0119	1425		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	139523	140947	+	AGI86524.1			Glutamate decarboxylase			XNR_0119	1425	474	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	141098	143470	+							XNR_0120	2373		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	141098	143470	+	AGI86525.1			formate dehydrogenase oxidoreductase protein			XNR_0120	2373	790	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	143505	145202	-							XNR_0121	1698		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	143505	145202	-	AGI86526.1			Hypothetical protein			XNR_0121	1698	565	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	145331	145774	-							XNR_0122	444		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	145331	145774	-	AGI86527.1			Molybdenum cofactor biosynthesis protein MoaE			XNR_0122	444	147	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	145827	147008	-							XNR_0123	1182		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	145827	147008	-	AGI86528.1			Molybdopterin biosynthesis protein MoeA			XNR_0123	1182	393	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	147124	148131	-							XNR_0124	1008		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	147124	148131	-	AGI86529.1			Molybdenum cofactor biosynthesis protein MoaA			XNR_0124	1008	335	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	148599	150890	+							XNR_0125	2292		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	148599	150890	+	AGI86530.1			formate dehydrogenase oxidoreductase protein			XNR_0125	2292	763	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	150903	152105	+							XNR_0126	1203		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	150903	152105	+	AGI86531.1			Permeases of the major facilitator superfamily			XNR_0126	1203	400	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	152173	152883	+							XNR_0127	711		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	152173	152883	+	AGI86532.1			Formate dehydrogenase chain D			XNR_0127	711	236	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	152893	153822	+							XNR_0128	930		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	152893	153822	+	AGI86533.1			Hydrogen peroxide-inducible genes activator			XNR_0128	930	309	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	153827	154270	-							XNR_0129	444		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	153827	154270	-	AGI86534.1			Hypothetical protein			XNR_0129	444	147	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	154417	155052	+							XNR_0130	636		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	154417	155052	+	AGI86535.1			Hypothetical protein			XNR_0130	636	211	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	155065	156567	-							XNR_0131	1503		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	155065	156567	-	AGI86536.1			Integral membrane protein			XNR_0131	1503	500	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	156874	157344	+							XNR_0132	471		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	156874	157344	+	AGI86537.1			AsnC-family transcriptional regulatory protein			XNR_0132	471	156	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	157382	158080	+							XNR_0133	699		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	157382	158080	+	AGI86538.1			Hydrolase			XNR_0133	699	232	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	158112	159380	-							XNR_0134	1269		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	158112	159380	-	AGI86539.1			Permeases of the major facilitator superfamily			XNR_0134	1269	422	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	159544	160602	-							XNR_0135	1059		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	159544	160602	-	AGI86540.1			GCN5-related N-acetyltransferase			XNR_0135	1059	352	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	160641	162713	-							XNR_0136	2073		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	160641	162713	-	AGI86541.1			ABC-type Fe3+-siderophore transport system			XNR_0136	2073	690	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	162737	163801	-							XNR_0137	1065		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	162737	163801	-	AGI86542.1			ABC-type Fe3+-hydroxamate transport system, periplasmic component			XNR_0137	1065	354	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	163868	164731	-							XNR_0138	864		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	163868	164731	-	AGI86543.1			ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase component			XNR_0138	864	287	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	164897	165703	-							XNR_0139	807		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	164897	165703	-	AGI86544.1			Transcriptional regulator, AraC family			XNR_0139	807	268	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	165963	167375	+							XNR_0140	1413		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	165963	167375	+	AGI86545.1			sugar transporter			XNR_0140	1413	470	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	167432	168868	+							XNR_0141	1437		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	167432	168868	+	AGI86546.1			Glucose-6-phosphate 1-dehydrogenase			XNR_0141	1437	478	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	168882	171110	-							XNR_0142	2229		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	168882	171110	-	AGI86547.1			Serine/threonine protein kinase			XNR_0142	2229	742	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	171255	171980	-							XNR_0143	726		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	171255	171980	-	AGI86548.1			Hypothetical protein			XNR_0143	726	241	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	171977	172360	-							XNR_0144	384		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	171977	172360	-	AGI86549.1			Hypothetical protein			XNR_0144	384	127	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	172797	174353	+							XNR_0145	1557		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	172797	174353	+	AGI86550.1			Malate synthase			XNR_0145	1557	518	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	174375	175814	-							XNR_0146	1440		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	174375	175814	-	AGI86551.1			Transcriptional regulator, XRE family			XNR_0146	1440	479	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	176026	177534	+							XNR_0147	1509		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	176026	177534	+	AGI86552.1			2-methylcitrate dehydratase			XNR_0147	1509	502	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	177534	178439	+							XNR_0148	906		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	177534	178439	+	AGI86553.1			Methylisocitrate lyase			XNR_0148	906	301	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	178457	179632	+							XNR_0149	1176		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	178457	179632	+	AGI86554.1			2-methylcitrate synthase			XNR_0149	1176	391	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	179743	180546	-							XNR_0150	804		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	179743	180546	-	AGI86555.1			Enoyl-CoA hydratase [valine degradation]			XNR_0150	804	267	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	180543	181439	-							XNR_0151	897		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	180543	181439	-	AGI86556.1			3-hydroxyisobutyrate dehydrogenase			XNR_0151	897	298	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	181436	182503	-							XNR_0152	1068		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	181436	182503	-	AGI86557.1			3-hydroxyisobutyryl-CoA hydrolase			XNR_0152	1068	355	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	182500	183648	-							XNR_0153	1149		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	182500	183648	-	AGI86558.1			Butyryl-CoA dehydrogenase			XNR_0153	1149	382	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	183654	185177	-							XNR_0154	1524		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	183654	185177	-	AGI86559.1			Methylmalonate-semialdehyde dehydrogenase			XNR_0154	1524	507	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	185872	186471	+							XNR_0155	600		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	185872	186471	+	AGI86560.1			Transcriptional regulator, TetR family			XNR_0155	600	199	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	186643	188160	+							XNR_0156	1518		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	186643	188160	+	AGI86561.1			Major facilitator superfamily transporter MFS 1			XNR_0156	1518	505	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	188190	188783	+							XNR_0157	594		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	188190	188783	+	AGI86562.1			Transcriptional regulator, TetR family			XNR_0157	594	197	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	188992	190128	+							XNR_0158	1137		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	188992	190128	+	AGI86563.1			Hypothetical protein			XNR_0158	1137	378	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	190197	192623	-							XNR_0159	2427		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	190197	192623	-	AGI86564.1			Beta-glucosidase			XNR_0159	2427	808	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	192620	193441	-							XNR_0160	822		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	192620	193441	-	AGI86565.1			binding-protein-dependent transport protein			XNR_0160	822	273	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	193438	194331	-							XNR_0161	894		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	193438	194331	-	AGI86566.1			Binding-protein-dependent transporter			XNR_0161	894	297	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	194328	195629	-							XNR_0162	1302		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	194328	195629	-	AGI86567.1			Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE			XNR_0162	1302	433	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	195770	196801	+							XNR_0163	1032		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	195770	196801	+	AGI86568.1			Transcriptional regulator, LacI family			XNR_0163	1032	343	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	196832	197254	-							XNR_0164	423		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	196832	197254	-	AGI86569.1			NovD			XNR_0164	423	140	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	197722	198603	+							XNR_0165	882		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	197722	198603	+	AGI86570.1			Alkanesulfonates transport system permease protein			XNR_0165	882	293	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	198576	199391	+							XNR_0166	816		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	198576	199391	+	AGI86571.1			Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB			XNR_0166	816	271	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	199448	200494	+							XNR_0167	1047		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	199448	200494	+	AGI86572.1			Alkanesulfonates-binding protein			XNR_0167	1047	348	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	200494	201660	+							XNR_0168	1167		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	200494	201660	+	AGI86573.1			Alkanesulfonate monooxygenase			XNR_0168	1167	388	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	201724	202833	+							XNR_0169	1110		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	201724	202833	+	AGI86574.1			Oxidoreductase			XNR_0169	1110	369	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	202862	203701	-							XNR_0170	840		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	202862	203701	-	AGI86575.1			aminodeoxychorismate lyase protein YceG like protein			XNR_0170	840	279	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	203712	205565	-							XNR_0171	1854		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	203712	205565	-	AGI86576.1			ABC transporter ATP-binding protein			XNR_0171	1854	617	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	205701	206171	+							XNR_0172	471		
